SubID;Part;utility_ArrayEXP1;current_leftchosenEXP;current_subblogEXP;current_unchosenImEXP;current_unchosenProbEXP;elapsedTimeEXP;left_OutArrayEXP;leftimEXP;left_ProbabilityEXP;rightimEXP;right_ProbabilityEXP;left_OutArrayEXP;right_OutArrayEXP;outcomeArrayEXP;scoreArrayEXP;current_chosenImEXP;current_chosenProbEXP;clicksArrayEXP2;elapsed_timeEXP2;left_imagesEXP2;left_probabilityEXP2;leftOutcomesEXP2;outcomeArrayEXP2;right_imagesEXP2;right_probabilityEXP2;rightOutcomesEXP2;scoreArrayEXP2;selected_imageEXP2;selected_probabilityEXP2;selected_sideEXP2;trialIconsEXP2;trialPiechartProbsEXP2;trialPiechartTypesEXP2;trialRunsEXP2;utility_ArrayEXP2;selectedImageNamesArrayEXP;confidenceLevelsArrayEXP;sliderResponsesArrayEXP;correct_probability;Trial_Num;scoreEXP2;outcomeArrayEXP1All;accurate_rating
1;1;-1;1;1;'Mark';0.250000000000000;0.602906465530396;-1;'Magnet';0.750000000000000;'Mark';0.250000000000000;-1;-1;-1;3;'Magnet';0.750000000000000;0;2.30082392692566;'Pie4';0.750000000000000;0;0;'Magnet';0.750000000000000;0;5;'Magnet';0.750000000000000;'right';'Magnet';0.750000000000000;4;2;-1;'Pie27';5;84;;11;450;-1;0.875
1;1;1;1;1;'Mark';0.250000000000000;0.663187265396118;1;'Magnet';0.750000000000000;'Mark';0.250000000000000;1;-1;1;4;'Magnet';0.750000000000000;1;2.12495565414429;'Pie3';0.375000000000000;1;1;'Intersection';0.125000000000000;0;6;'Pie3';0.375000000000000;'left';'Intersection';0.375000000000000;3;5;1;'Pie11';5;10;;12;450;1;0.125
1;1;1;0;1;'Mark';0.250000000000000;0.569743633270264;-1;'Mark';0.250000000000000;'Magnet';0.750000000000000;-1;1;1;5;'Magnet';0.750000000000000;0;1.52466440200806;'Cycle';0.375000000000000;0;1;'Pie2';0.875000000000000;1;7;'Pie2';0.875000000000000;'right';'Cycle';0.875000000000000;2;5;1;'Pie24';5;49;;13;450;1;0.5
1;1;-1;1;1;'Mark';0.250000000000000;0.831681728363037;-1;'Magnet';0.750000000000000;'Mark';0.250000000000000;-1;1;-1;4;'Magnet';0.750000000000000;1;4.14892172813416;'Pie4';0.750000000000000;1;1;'Fire';0.625000000000000;0;8;'Pie4';0.750000000000000;'left';'Fire';0.750000000000000;4;5;1;'Pie36';4;70;;14;450;-1;0.75
1;1;-1;1;1;'Mark';0.250000000000000;0.659091234207153;-1;'Magnet';0.750000000000000;'Mark';0.250000000000000;-1;-1;-1;3;'Magnet';0.750000000000000;0;1.41836762428284;'Intersection';0.125000000000000;0;1;'Pie1';0.375000000000000;1;9;'Pie1';0.375000000000000;'right';'Intersection';0.375000000000000;1;5;1;'Menu';4;87;;15;450;-1;0.875
1;1;-1;1;1;'Mark';0.250000000000000;0.501509428024292;-1;'Magnet';0.750000000000000;'Mark';0.250000000000000;-1;-1;-1;2;'Magnet';0.750000000000000;1;1.00653028488159;'Pie2';0.875000000000000;1;1;'Mark';0.250000000000000;0;10;'Pie2';0.875000000000000;'left';'Mark';0.875000000000000;2;1;1;'Pie21';5;87;;16;450;-1;0.125
1;1;1;1;1;'Mark';0.250000000000000;3.27010774612427;1;'Magnet';0.750000000000000;'Mark';0.250000000000000;1;-1;1;3;'Magnet';0.750000000000000;0;0.972101211547852;'Pie2';0.250000000000000;0;1;'Magnet';0.750000000000000;1;11;'Magnet';0.750000000000000;'right';'Magnet';0.250000000000000;2;5;1;'Pie17';4;86;;17;450;1;0.875
1;1;1;0;1;'Mark';0.250000000000000;0.493644952774048;-1;'Mark';0.250000000000000;'Magnet';0.750000000000000;-1;1;1;4;'Magnet';0.750000000000000;1;2.15480589866638;'Intersection';0.125000000000000;0;0;'Pie1';0.125000000000000;0;10;'Intersection';0.125000000000000;'left';'Intersection';0.125000000000000;1;3;-1;'Magnet';5;86;;18;450;1;0.75
1;1;1;1;1;'Mark';0.250000000000000;0.574833869934082;1;'Magnet';0.750000000000000;'Mark';0.250000000000000;1;1;1;5;'Magnet';0.750000000000000;0;1.33686709403992;'Mark';0.250000000000000;0;1;'Pie1';0.625000000000000;1;11;'Pie1';0.625000000000000;'right';'Mark';0.625000000000000;1;3;1;'Mark';4;18;;19;450;1;0.25
1;1;1;0;1;'Mark';0.250000000000000;0.620585203170776;-1;'Mark';0.250000000000000;'Magnet';0.750000000000000;-1;1;1;6;'Magnet';0.750000000000000;1;0.904561519622803;'Menu';0.875000000000000;0;0;'Pie3';0.875000000000000;0;10;'Menu';0.875000000000000;'left';'Menu';0.875000000000000;3;5;-1;'Pie26';4;70;;20;450;1;0.75
1;1;1;0;1;'Mark';0.250000000000000;0.632412910461426;-1;'Mark';0.250000000000000;'Magnet';0.750000000000000;-1;1;1;7;'Magnet';0.750000000000000;1;1.20200443267822;'Pie3';0.750000000000000;1;1;'Mark';0.250000000000000;0;11;'Pie3';0.750000000000000;'left';'Mark';0.750000000000000;3;3;1;'Pie44';3;44;;21;450;1;0.5
1;1;1;1;1;'Mark';0.250000000000000;0.691523551940918;1;'Magnet';0.750000000000000;'Mark';0.250000000000000;1;-1;1;8;'Magnet';0.750000000000000;1;1.95041990280151;'Pie2';0.375000000000000;0;0;'Cycle';0.375000000000000;0;10;'Pie2';0.375000000000000;'left';'Cycle';0.375000000000000;2;3;-1;'Pie14';5;50;;22;450;1;0.5
1;1;1;1;1;'Mark';0.250000000000000;0.000333547592163086;1;'Magnet';0.750000000000000;'Mark';0.250000000000000;1;-1;1;9;'Magnet';0.750000000000000;1;0.684902906417847;'Menu';0.875000000000000;0;0;'Pie2';0.875000000000000;0;9;'Menu';0.875000000000000;'left';'Menu';0.875000000000000;2;4;-1;'Pie32';5;62;;23;450;1;0.25
1;1;1;0;1;'Mark';0.250000000000000;0.481546163558960;1;'Mark';0.250000000000000;'Magnet';0.750000000000000;1;1;1;10;'Magnet';0.750000000000000;0;5.62323141098023;'Pie2';0.875000000000000;0;0;'Fire';0.625000000000000;0;8;'Fire';0.625000000000000;'right';'Fire';0.875000000000000;2;1;-1;'Pie15';4;62;;24;450;1;0.625
1;1;1;1;1;'Mark';0.250000000000000;0.603670835494995;1;'Magnet';0.750000000000000;'Mark';0.250000000000000;1;-1;1;11;'Magnet';0.750000000000000;1;0.688118934631348;'Pie2';0.875000000000000;1;1;'Intersection';0.125000000000000;0;9;'Pie2';0.875000000000000;'left';'Intersection';0.875000000000000;2;2;1;'Pie26';5;77;;25;450;1;0.75
1;1;-1;1;1;'Mark';0.250000000000000;0.583984375000000;-1;'Magnet';0.750000000000000;'Mark';0.250000000000000;-1;-1;-1;10;'Magnet';0.750000000000000;0;1.70623302459717;'Pie1';0.375000000000000;0;1;'Fire';0.625000000000000;1;10;'Fire';0.625000000000000;'right';'Fire';0.375000000000000;1;1;1;'Mark';3;13;;26;450;-1;0.25
1;1;-1;1;1;'Mark';0.250000000000000;0.557019472122192;-1;'Magnet';0.750000000000000;'Mark';0.250000000000000;-1;1;-1;9;'Magnet';0.750000000000000;0;1.45901584625244;'Fire';0.625000000000000;0;1;'Pie4';0.875000000000000;1;11;'Pie4';0.875000000000000;'right';'Fire';0.875000000000000;4;2;1;'Pie44';4;44;;27;450;-1;0.5
1;1;-1;1;1;'Mark';0.250000000000000;0.667514801025391;-1;'Magnet';0.750000000000000;'Mark';0.250000000000000;-1;1;-1;8;'Magnet';0.750000000000000;0;1.70995092391968;'Cycle';0.375000000000000;0;1;'Pie4';0.500000000000000;1;12;'Pie4';0.500000000000000;'right';'Cycle';0.500000000000000;4;3;1;'Pie24';5;49;;28;450;-1;0.5
1;1;1;1;1;'Mark';0.250000000000000;0.653311967849731;1;'Magnet';0.750000000000000;'Mark';0.250000000000000;1;1;1;9;'Magnet';0.750000000000000;0;1.47067308425903;'Intersection';0.125000000000000;0;1;'Pie3';0.750000000000000;1;13;'Pie3';0.750000000000000;'right';'Intersection';0.750000000000000;3;4;1;'Cycle';4;11;;29;450;1;0.375
1;1;1;1;1;'Mark';0.250000000000000;0.759723901748657;1;'Magnet';0.750000000000000;'Mark';0.250000000000000;1;-1;1;10;'Magnet';0.750000000000000;0;0.920945882797241;'Mark';0.250000000000000;0;1;'Pie4';0.750000000000000;1;14;'Pie4';0.750000000000000;'right';'Mark';0.750000000000000;4;4;1;'Pie46';4;73;;30;450;1;0.75
1;1;1;0;1;'Mark';0.250000000000000;0.550096511840820;-1;'Mark';0.250000000000000;'Magnet';0.750000000000000;-1;1;1;11;'Magnet';0.750000000000000;1;0.865814208984375;'Magnet';0.750000000000000;1;1;'Pie1';0.250000000000000;0;15;'Magnet';0.750000000000000;'left';'Magnet';0.250000000000000;1;4;1;'Pie16';5;75;;31;450;1;0.75
1;1;1;0;1;'Mark';0.250000000000000;0.532714843750000;-1;'Mark';0.250000000000000;'Magnet';0.750000000000000;-1;1;1;12;'Magnet';0.750000000000000;1;1.01233410835266;'Pie1';0.750000000000000;1;1;'Fire';0.625000000000000;0;16;'Pie1';0.750000000000000;'left';'Fire';0.750000000000000;1;2;1;'Pie42';5;19;;32;450;1;0.25
1;1;1;1;1;'Mark';0.250000000000000;0.595730304718018;1;'Magnet';0.750000000000000;'Mark';0.250000000000000;1;-1;1;13;'Magnet';0.750000000000000;0;1.44962859153748;'Pie2';0.250000000000000;0;1;'Fire';0.625000000000000;1;17;'Fire';0.625000000000000;'right';'Fire';0.250000000000000;2;5;1;'Pie36';4;32;;33;450;1;0.75
1;1;1;0;1;'Mark';0.250000000000000;0.512871742248535;-1;'Mark';0.250000000000000;'Magnet';0.750000000000000;-1;1;1;14;'Magnet';0.750000000000000;0;3.83600282669067;'Pie3';0.500000000000000;0;1;'Fire';0.625000000000000;1;18;'Fire';0.625000000000000;'right';'Fire';0.500000000000000;3;1;1;'Pie37';4;85;;34;450;1;0.875
1;1;-1;0;1;'Mark';0.250000000000000;0.529535770416260;-1;'Mark';0.250000000000000;'Magnet';0.750000000000000;-1;-1;-1;13;'Magnet';0.750000000000000;1;1.09392786026001;'Pie4';0.750000000000000;1;1;'Intersection';0.125000000000000;0;19;'Pie4';0.750000000000000;'left';'Intersection';0.750000000000000;4;5;1;'Pie23';4;43;;35;450;-1;0.375
1;1;1;1;1;'Mark';0.250000000000000;0.745280742645264;1;'Magnet';0.750000000000000;'Mark';0.250000000000000;1;1;1;14;'Magnet';0.750000000000000;1;4.61555600166321;'Fire';0.625000000000000;0;0;'Pie2';0.625000000000000;0;18;'Fire';0.625000000000000;'left';'Fire';0.625000000000000;2;2;-1;'Pie47';4;80;;36;450;1;0.875
1;1;1;0;1;'Mark';0.250000000000000;0.536498308181763;-1;'Mark';0.250000000000000;'Magnet';0.750000000000000;-1;1;1;15;'Magnet';0.750000000000000;0;1.91331195831299;'Pie1';0.625000000000000;0;0;'Fire';0.625000000000000;0;17;'Fire';0.625000000000000;'right';'Fire';0.625000000000000;1;3;-1;'Magnet';5;80;;37;450;1;0.75
1;1;1;1;1;'Mark';0.250000000000000;0.615642309188843;1;'Magnet';0.750000000000000;'Mark';0.250000000000000;1;1;1;16;'Magnet';0.750000000000000;1;1.86557650566101;'Cycle';0.375000000000000;1;1;'Pie3';0.125000000000000;0;18;'Cycle';0.375000000000000;'left';'Cycle';0.125000000000000;3;5;1;'Pie34';4;46;;38;450;1;0.5
1;1;1;1;1;'Mark';0.250000000000000;3.58722209930420;1;'Magnet';0.750000000000000;'Mark';0.250000000000000;1;1;1;17;'Magnet';0.750000000000000;0;1.76366376876831;'Pie4';0.125000000000000;0;1;'Magnet';0.750000000000000;1;19;'Magnet';0.750000000000000;'right';'Magnet';0.125000000000000;4;1;1;'Pie43';3;38;;39;450;1;0.375
1;1;1;1;1;'Mark';0.250000000000000;0.733900785446167;1;'Magnet';0.750000000000000;'Mark';0.250000000000000;1;-1;1;18;'Magnet';0.750000000000000;1;0.930173873901367;'Pie1';0.875000000000000;1;1;'Intersection';0.125000000000000;0;20;'Pie1';0.875000000000000;'left';'Intersection';0.875000000000000;1;4;1;'Pie16';5;74;;40;450;1;0.75
1;1;1;0;2;'Cycle';0.375000000000000;1.49307370185852;-1;'Cycle';0.375000000000000;'Fire';0.625000000000000;-1;1;1;19;'Fire';0.625000000000000;1;4.84339666366577;'Magnet';0.750000000000000;1;1;'Pie2';0.500000000000000;0;21;'Magnet';0.750000000000000;'left';'Magnet';0.500000000000000;2;3;1;'Pie33';4;44;;41;450;1;0.375
1;1;1;1;2;'Cycle';0.375000000000000;0.437489271163940;1;'Fire';0.625000000000000;'Cycle';0.375000000000000;1;1;1;20;'Fire';0.625000000000000;1;1.34815144538879;'Menu';0.875000000000000;1;1;'Pie3';0.625000000000000;0;22;'Menu';0.875000000000000;'left';'Menu';0.625000000000000;3;4;1;'Pie25';4;65;;42;450;1;0.625
1;1;1;0;2;'Cycle';0.375000000000000;0.560671806335449;-1;'Cycle';0.375000000000000;'Fire';0.625000000000000;-1;1;1;21;'Fire';0.625000000000000;0;4.16387701034546;'Menu';0.875000000000000;0;0;'Pie4';0.875000000000000;0;21;'Pie4';0.875000000000000;'right';'Menu';0.875000000000000;4;2;-1;'Intersection';3;19;;43;450;1;0.125
1;1;1;1;2;'Cycle';0.375000000000000;1.55125617980957;1;'Fire';0.625000000000000;'Cycle';0.375000000000000;1;-1;1;22;'Fire';0.625000000000000;1;1.20860409736633;'Magnet';0.750000000000000;1;1;'Pie2';0.250000000000000;0;22;'Magnet';0.750000000000000;'left';'Magnet';0.250000000000000;2;2;1;'Pie11';5;19;;44;450;1;0.125
1;1;-1;0;2;'Cycle';0.375000000000000;1.17276883125305;1;'Cycle';0.375000000000000;'Fire';0.625000000000000;1;-1;-1;21;'Fire';0.625000000000000;0;0.829699039459229;'Pie1';0.250000000000000;0;1;'Menu';0.875000000000000;1;23;'Menu';0.875000000000000;'right';'Menu';0.250000000000000;1;2;1;'Pie24';5;50;;45;450;-1;0.5
1;1;-1;1;2;'Cycle';0.375000000000000;0.810308218002319;-1;'Fire';0.625000000000000;'Cycle';0.375000000000000;-1;1;-1;20;'Fire';0.625000000000000;0;1.31447672843933;'Intersection';0.125000000000000;0;1;'Pie3';0.375000000000000;1;24;'Pie3';0.375000000000000;'right';'Intersection';0.375000000000000;3;3;1;'Pie46';4;83;;46;450;-1;0.75
1;1;1;0;2;'Fire';0.625000000000000;0.000850200653076172;1;'Fire';0.625000000000000;'Cycle';0.375000000000000;1;1;1;21;'Cycle';0.375000000000000;0;1.20354843139648;'Pie3';0.125000000000000;0;1;'Fire';0.625000000000000;1;25;'Fire';0.625000000000000;'right';'Fire';0.125000000000000;3;3;1;'Pie25';5;68;;47;450;1;0.625
1;1;-1;0;2;'Cycle';0.375000000000000;1.42734384536743;1;'Cycle';0.375000000000000;'Fire';0.625000000000000;1;-1;-1;20;'Fire';0.625000000000000;0;2.16081905364990;'Mark';0.250000000000000;0;1;'Pie4';0.500000000000000;1;26;'Pie4';0.500000000000000;'right';'Mark';0.500000000000000;4;2;1;'Pie46';5;81;;48;450;-1;0.75
1;1;1;1;2;'Cycle';0.375000000000000;0.670498371124268;1;'Fire';0.625000000000000;'Cycle';0.375000000000000;1;-1;1;21;'Fire';0.625000000000000;0;2.55105400085449;'Mark';0.250000000000000;0;1;'Pie1';0.500000000000000;1;27;'Pie1';0.500000000000000;'right';'Mark';0.500000000000000;1;1;1;'Pie37';5;87;;49;450;1;0.875
1;1;1;1;2;'Cycle';0.375000000000000;0.512303590774536;1;'Fire';0.625000000000000;'Cycle';0.375000000000000;1;-1;1;22;'Fire';0.625000000000000;1;1.56502342224121;'Intersection';0.125000000000000;0;0;'Pie2';0.250000000000000;0;26;'Intersection';0.125000000000000;'left';'Intersection';0.250000000000000;2;5;-1;'Pie13';4;37;;50;450;1;0.375
1;1;1;1;2;'Cycle';0.375000000000000;0.688754796981812;1;'Fire';0.625000000000000;'Cycle';0.375000000000000;1;-1;1;23;'Fire';0.625000000000000;1;1.09925651550293;'Magnet';0.750000000000000;1;1;'Pie3';0.125000000000000;0;27;'Magnet';0.750000000000000;'left';'Magnet';0.125000000000000;3;2;1;'Pie25';4;72;;51;450;1;0.625
1;1;1;0;2;'Cycle';0.375000000000000;0.601809024810791;1;'Cycle';0.375000000000000;'Fire';0.625000000000000;1;1;1;24;'Fire';0.625000000000000;0;0.988481521606445;'Intersection';0.125000000000000;0;1;'Pie2';0.875000000000000;1;28;'Pie2';0.875000000000000;'right';'Intersection';0.875000000000000;2;5;1;'Pie42';4;20;;52;450;1;0.25
1;1;1;0;2;'Cycle';0.375000000000000;0.582275390625000;1;'Cycle';0.375000000000000;'Fire';0.625000000000000;1;1;1;25;'Fire';0.625000000000000;0;1.48243546485901;'Mark';0.250000000000000;0;1;'Pie3';0.375000000000000;1;29;'Pie3';0.375000000000000;'right';'Mark';0.375000000000000;3;5;1;'Fire';4;85;;53;450;1;0.625
1;1;1;1;2;'Cycle';0.375000000000000;0.411445140838623;1;'Fire';0.625000000000000;'Cycle';0.375000000000000;1;-1;1;26;'Fire';0.625000000000000;1;2.66730999946594;'Pie4';0.875000000000000;1;1;'Magnet';0.750000000000000;0;30;'Pie4';0.875000000000000;'left';'Magnet';0.875000000000000;4;2;1;'Pie22';3;26;;54;450;1;0.25
1;1;1;1;2;'Cycle';0.375000000000000;0.448232412338257;1;'Fire';0.625000000000000;'Cycle';0.375000000000000;1;1;1;27;'Fire';0.625000000000000;0;0.804570436477661;'Pie3';0.125000000000000;0;1;'Fire';0.625000000000000;1;31;'Fire';0.625000000000000;'right';'Fire';0.125000000000000;3;4;1;'Pie33';3;30;;55;450;1;0.375
1;1;-1;1;2;'Cycle';0.375000000000000;0.530631780624390;-1;'Fire';0.625000000000000;'Cycle';0.375000000000000;-1;-1;-1;26;'Fire';0.625000000000000;0;3.17800331115723;'Pie1';0.125000000000000;0;0;'Intersection';0.125000000000000;0;30;'Intersection';0.125000000000000;'right';'Intersection';0.125000000000000;1;2;-1;'Pie41';3;20;;56;450;-1;0.125
1;1;1;0;2;'Cycle';0.375000000000000;0.866533041000366;1;'Cycle';0.375000000000000;'Fire';0.625000000000000;1;1;1;27;'Fire';0.625000000000000;1;4.14288020133972;'Fire';0.625000000000000;0;0;'Pie3';0.625000000000000;0;29;'Fire';0.625000000000000;'left';'Fire';0.625000000000000;3;1;-1;'Pie35';4;67;;57;450;1;0.625
1;1;-1;1;2;'Cycle';0.375000000000000;0.420125484466553;-1;'Fire';0.625000000000000;'Cycle';0.375000000000000;-1;-1;-1;26;'Fire';0.625000000000000;0;2.78021049499512;'Pie2';0.750000000000000;0;0;'Fire';0.625000000000000;0;28;'Fire';0.625000000000000;'right';'Fire';0.750000000000000;2;5;-1;'Pie36';4;73;;58;450;-1;0.75
1;1;1;1;2;'Cycle';0.375000000000000;0.456072092056274;1;'Fire';0.625000000000000;'Cycle';0.375000000000000;1;-1;1;27;'Fire';0.625000000000000;0;1.03343701362610;'Cycle';0.375000000000000;0;1;'Pie3';0.500000000000000;1;29;'Pie3';0.500000000000000;'right';'Cycle';0.500000000000000;3;4;1;'Pie12';4;21;;59;450;1;0.25
1;1;1;0;2;'Cycle';0.375000000000000;0.458593606948853;-1;'Cycle';0.375000000000000;'Fire';0.625000000000000;-1;1;1;28;'Fire';0.625000000000000;1;1.14137291908264;'Pie1';0.750000000000000;1;1;'Cycle';0.375000000000000;0;30;'Pie1';0.750000000000000;'left';'Cycle';0.750000000000000;1;1;1;'Pie45';4;60;;60;450;1;0.625
1;1;1;0;2;'Cycle';0.375000000000000;0.557211399078369;1;'Cycle';0.375000000000000;'Fire';0.625000000000000;1;1;1;29;'Fire';0.625000000000000;1;0.997237682342529;'Fire';0.625000000000000;1;1;'Pie4';0.250000000000000;0;31;'Fire';0.625000000000000;'left';'Fire';0.250000000000000;4;4;1;'Pie35';4;53;;61;450;1;0.625
1;1;-1;0;2;'Cycle';0.375000000000000;0.459690570831299;1;'Cycle';0.375000000000000;'Fire';0.625000000000000;1;-1;-1;28;'Fire';0.625000000000000;0;0.754611015319824;'Cycle';0.375000000000000;0;1;'Pie2';0.875000000000000;1;32;'Pie2';0.875000000000000;'right';'Cycle';0.875000000000000;2;4;1;'Pie12';5;25;;62;450;-1;0.25
1;1;1;1;2;'Cycle';0.375000000000000;0.454266548156738;1;'Fire';0.625000000000000;'Cycle';0.375000000000000;1;-1;1;29;'Fire';0.625000000000000;1;1.53828859329224;'Pie1';0.375000000000000;1;1;'Mark';0.250000000000000;0;33;'Pie1';0.375000000000000;'left';'Mark';0.375000000000000;1;4;1;'Pie15';5;69;;63;450;1;0.625
1;1;1;0;2;'Cycle';0.375000000000000;0.416887044906616;1;'Cycle';0.375000000000000;'Fire';0.625000000000000;1;1;1;30;'Fire';0.625000000000000;1;1.04161405563355;'Pie3';0.750000000000000;1;1;'Mark';0.250000000000000;0;34;'Pie3';0.750000000000000;'left';'Mark';0.750000000000000;3;5;1;'Fire';3;81;;64;450;1;0.625
1;1;-1;0;2;'Cycle';0.375000000000000;0.404974937438965;-1;'Cycle';0.375000000000000;'Fire';0.625000000000000;-1;-1;-1;29;'Fire';0.625000000000000;0;1.06083369255066;'Pie4';0.375000000000000;0;1;'Magnet';0.750000000000000;1;35;'Magnet';0.750000000000000;'right';'Magnet';0.375000000000000;4;1;1;'Intersection';4;17;;65;450;-1;0.125
1;1;-1;1;2;'Cycle';0.375000000000000;0.585736751556397;-1;'Fire';0.625000000000000;'Cycle';0.375000000000000;-1;-1;-1;28;'Fire';0.625000000000000;1;1.08815050125122;'Pie1';0.500000000000000;1;1;'Cycle';0.375000000000000;0;36;'Pie1';0.500000000000000;'left';'Cycle';0.500000000000000;1;1;1;'Pie32';4;33;;66;450;-1;0.25
1;1;1;1;2;'Cycle';0.375000000000000;0.406587839126587;1;'Fire';0.625000000000000;'Cycle';0.375000000000000;1;-1;1;29;'Fire';0.625000000000000;1;1.03403568267822;'Pie3';0.625000000000000;1;1;'Cycle';0.375000000000000;0;37;'Pie3';0.625000000000000;'left';'Cycle';0.625000000000000;3;1;1;'Pie21';5;13;;67;450;1;0.125
1;1;-1;1;2;'Fire';0.625000000000000;0.000304937362670898;-1;'Cycle';0.375000000000000;'Fire';0.625000000000000;-1;-1;-1;28;'Cycle';0.375000000000000;1;1.94132566452026;'Intersection';0.125000000000000;0;0;'Pie4';0.125000000000000;0;36;'Intersection';0.125000000000000;'left';'Intersection';0.125000000000000;4;2;-1;'Pie11';5;13;;68;450;-1;0.125
1;1;1;1;2;'Cycle';0.375000000000000;0.568213462829590;1;'Fire';0.625000000000000;'Cycle';0.375000000000000;1;-1;1;29;'Fire';0.625000000000000;0;0.908491849899292;'Pie4';0.125000000000000;0;1;'Fire';0.625000000000000;1;37;'Fire';0.625000000000000;'right';'Fire';0.125000000000000;4;5;1;'Pie31';5;11;;69;450;1;0.125
